131.2422	0.5434
132.8726	149.9911
124.9926	150.8063
99.4506	122.8188
71.7349	110.3196
75.5390	105.7003
70.9197	87.4948
78.5280	87.2231
70.6480	78.2562
73.9087	72.2783
71.7349	63.5832
62.7680	59.2356
74.1804	51.8991
82.6038	58.1487
83.4190	50.5405
70.9197	40.7585
86.4079	39.1281
93.2010	44.8343
95.6465	40.2150
89.1252	30.7047
89.9403	26.3571
85.3210	11.9558
95.6465	28.2592
98.9072	33.1502
102.9830	29.8895
90.2121	14.4013
100.5375	12.7710
110.3196	20.6510
111.1347	10.0538
116.5692	7.3365
120.1016	10.0538
122.0037	7.8800
114.3954	2.1738
