137.5664	7.8878
140.1956	130.7585
148.1304	130.5237
156.4876	122.5890
161.3705	114.7013
169.0705	110.7104
191.0905	82.1173
194.6118	73.9478
181.1838	77.7039
187.0997	48.6412
181.6064	53.2424
178.9771	48.6412
163.7650	56.5759
162.0278	54.3692
170.8077	43.9931
159.5864	46.1998
158.2718	45.3077
159.5864	40.9413
157.1919	40.9413
162.6852	33.4291
157.1919	32.3492
155.6425	28.8279
166.3943	23.0999
159.8211	21.3157
160.2437	16.0572
153.2011	23.7572
150.1023	23.7572
154.5157	14.5079
150.8066	14.9304
152.5437	8.5451
139.1158	18.6865
