102.9129	13.8431
103.5504	135.9725
118.0766	126.8196
135.1528	121.9016
142.1655	116.1185
140.4806	103.9602
133.2403	97.3574
134.0599	94.3520
146.0361	95.6270
151.1362	93.4868
143.0307	85.3812
138.5681	84.9714
140.0708	82.4214
134.9251	80.9186
143.2583	66.8023
137.9305	65.7549
127.2294	73.4506
124.0419	72.3578
116.5739	61.0647
110.1532	61.2468
114.4336	52.7315
123.8142	45.6733
124.0419	43.7607
112.9309	46.7206
112.7032	44.1706
121.4918	38.8428
116.5739	39.0705
118.7141	33.6971
114.4336	33.0596
112.5211	30.7372
113.5684	28.1417
110.1532	26.6845
107.8308	25.5916
110.5630	22.4040
116.3462	19.8540
106.3281	20.2638
107.1478	13.2056
102.9129	13.6610
