139.1281	1.5855
136.7994	134.5202
127.9800	134.2725
102.9092	135.4120
85.7164	133.3311
79.4239	112.4222
83.6354	108.7062
74.0728	99.8868
79.6716	90.8197
78.4825	82.9417
87.1037	89.4324
86.6578	76.4015
93.8421	83.8336
97.3104	83.8336
92.4548	75.0142
96.6167	75.4601
86.8559	65.5012
89.1847	60.3978
95.4771	54.1054
99.1932	49.2497
106.1297	54.1054
110.3412	49.0020
106.6252	45.0383
111.4808	42.2636
101.2741	38.5476
106.6252	33.8902
113.3636	33.4442
97.8058	14.1705
110.3412	10.2067
112.1745	19.2738
125.2053	33.4442
131.2501	30.1741
126.1467	21.6025
132.8851	22.9898
132.1915	13.6750
132.6374	7.4321
129.3673	0.1982
