168.8441	0.7830
171.4726	185.9019
188.8101	185.9019
230.4758	159.1687
238.6412	148.6544
231.0351	143.9565
243.3390	123.4872
236.7956	119.5723
240.2071	106.7090
235.2296	103.0178
237.8582	92.5594
224.4357	99.6063
222.8697	98.0403
232.6010	82.3248
224.2120	81.5418
235.7329	52.4037
221.8630	65.7703
220.8004	76.2846
217.3888	66.0500
226.2813	52.1800
237.8582	42.4487
220.2411	43.5113
207.1542	50.0548
200.0514	48.2092
197.4228	41.1624
187.4678	55.0323
184.6155	53.4664
207.1542	22.2590
205.0289	20.1897
184.8392	33.5563
184.0563	31.7107
194.5706	17.7848
180.9243	27.5162
180.1414	12.0243
185.3985	8.1094
170.9693	11.5210
