139.1281	1.5855
137.0471	162.8611
158.6496	151.4653
172.1264	131.6960
185.1573	111.7286
189.3192	102.6614
207.0075	91.9593
200.2691	81.7526
213.9441	78.4825
196.0576	73.8746
182.5808	79.4239
182.5808	71.2982
193.0352	67.8299
185.3554	65.0057
194.2244	62.2311
187.2382	60.1501
199.3277	48.5561
183.5222	51.3307
177.7252	59.2087
181.1935	63.8661
179.1125	65.9471
174.9010	62.9247
172.8200	59.0105
183.7699	47.6147
168.6581	51.5289
170.4913	41.0745
164.6943	43.8987
161.6720	41.5700
150.7716	43.4032
152.4067	30.4219
159.1451	24.6249
154.4876	19.7197
141.0108	27.3995
141.9522	22.2962
158.2037	15.7560
144.4791	11.3463
145.6683	0.4459
