145.6933	4.3583
148.1838	172.4660
125.4581	172.4660
104.6003	144.7594
90.2801	141.0237
92.1479	132.9296
82.8086	131.9957
86.2330	126.0808
79.0729	123.5903
85.9217	119.2319
73.1580	108.6474
81.5634	102.7325
68.1770	99.6194
84.0538	94.3271
97.1289	99.3081
98.9968	95.2610
85.2991	87.1670
93.3932	83.1199
82.1860	66.9318
103.0438	77.8276
99.6194	80.6294
102.7325	84.9878
107.7134	78.7616
101.4872	70.0449
116.1188	71.2901
116.7415	68.7996
106.7795	57.9038
128.5713	65.3752
129.5052	42.9609
122.0337	37.3573
133.2409	34.2442
142.2689	37.6686
142.8915	31.7537
135.4201	26.7727
