91.4904	19.9615
90.6586	89.5496
97.8670	92.3221
111.7291	102.0256
115.0560	96.2035
128.3637	102.3028
130.0272	97.0352
123.0961	85.9455
123.0961	83.7275
130.5817	79.2916
132.5224	63.7660
136.4038	56.5577
128.3637	54.6170
135.0176	50.4583
119.4919	45.4679
117.8285	41.5865
106.7387	41.3093
115.6105	37.9824
112.2836	34.6554
115.8878	34.3782
111.7291	29.1106
103.6891	31.8830
103.4118	26.6154
110.6202	21.9022
116.7195	18.2981
105.3525	18.5753
113.1153	12.1987
105.9070	9.9808
116.9968	0.8317
106.1843	0.5545
