125.4711	2.4812
119.9735	161.7161
155.7807	161.7161
170.3760	146.6830
193.1934	124.9846
182.7334	124.3035
189.5446	107.8594
176.3115	117.6869
167.8948	114.7192
180.6414	102.6537
176.7980	99.4428
192.2690	87.3287
179.0359	86.2097
202.3398	72.7333
178.3548	71.3711
174.2681	74.8253
166.9705	69.5710
181.1279	59.7435
170.3760	57.7002
155.3429	63.8302
175.1925	50.8404
155.3429	41.4994
145.5153	38.0938
158.3106	35.5639
151.6940	29.1906
168.7705	22.3308
158.0673	14.7899
141.4286	25.0553
131.1633	24.8607
143.4720	16.6387
137.7798	10.9465
130.2389	9.3410
136.6122	5.6922
136.8554	0.1946
128.6334	0.0000
