145.6933	4.3583
149.1177	164.3720
173.7113	169.0416
193.3238	168.4190
204.2197	159.7023
210.1346	149.1177
210.7572	137.9106
215.7382	122.9677
208.8894	119.2319
209.8233	103.6664
204.2197	96.5063
193.3238	97.1289
197.0596	83.1199
190.2107	75.9598
183.0506	70.3562
177.4470	71.9127
180.2488	61.0169
176.5131	56.3472
172.7773	53.5454
183.6732	38.6025
175.8905	35.8007
158.1458	54.4793
154.0987	51.0549
158.1458	44.5174
153.1648	43.2722
152.5422	38.2912
158.1458	30.1971
148.1838	32.0650
147.8725	22.7257
159.3910	16.1881
150.9856	14.0090
145.3820	4.3583
