138.7944	1.2017
140.5970	130.3827
152.0130	117.4646
194.3723	140.2966
199.7799	146.6054
218.7064	147.8071
215.1014	140.5970
229.8220	130.3827
217.5047	103.3448
219.9081	100.0402
201.5824	91.3279
213.5992	82.9162
208.4921	79.9120
219.3072	66.6934
216.6035	61.5863
174.8450	82.3153
174.2441	73.0023
187.7631	66.9939
184.7588	60.0842
171.5403	52.8741
167.0340	52.5737
166.7336	43.5610
180.8534	42.0589
172.7420	34.2480
190.7673	25.8362
182.0551	17.1240
170.9395	20.4286
163.4290	22.8320
160.7252	29.7417
147.8071	27.0379
147.2062	16.2227
157.1201	12.9181
152.3134	7.5105
159.8239	4.8067
