126.0000	0.8571
126.0000	158.2857
110.8571	153.4286
92.2857	133.7143
84.2857	148.2857
80.0000	132.5714
87.4286	125.7143
79.4286	117.1429
74.5714	120.0000
71.1429	114.5714
75.1429	109.1429
70.8571	108.8571
75.7143	95.1429
65.4286	97.1429
63.4286	88.0000
89.4286	70.2857
86.2857	62.5714
88.8571	60.0000
72.2857	59.7143
89.1429	56.0000
101.4286	59.7143
106.0000	58.2857
94.5714	52.2857
99.4286	47.1429
114.5714	56.8571
115.7143	52.0000
116.0000	46.2857
108.5714	46.0000
118.5714	42.2857
100.8571	40.2857
124.8571	28.0000
116.8571	20.0000
