125.0690	17.9525
125.0690	158.5803
131.9508	144.2183
157.6827	157.0843
164.8637	156.4859
163.6669	143.9191
175.3360	143.9191
155.2890	130.4548
157.6827	123.5730
186.7059	117.2896
169.0526	111.6046
176.5328	105.3213
189.9972	103.8252
165.4621	101.1324
172.6431	91.5577
161.5724	94.2506
158.8795	90.6601
171.1471	73.0068
152.2969	81.6838
167.8558	62.8337
154.9898	64.0305
159.1787	52.9598
144.5175	58.6448
157.9819	43.9836
148.1080	31.1176
141.5255	29.3224
135.5413	36.5034
136.4389	23.9367
131.0532	26.0311
