"Plot Title: 3s"
"#","Date Time, GMT-06:00","K-Type, °C (LGR S/N: 1283020, SEN S/N: 1283020)","Started (LGR S/N: 1283020)","End Of File (LGR S/N: 1283020)"
1,12/13/19 10:39:26 AM,11.14,Logged,
2,12/13/19 10:39:27 AM,11.14,,
3,12/13/19 10:39:28 AM,11.14,,
4,12/13/19 10:39:29 AM,11.14,,
5,12/13/19 10:39:30 AM,11.47,,
6,12/13/19 10:39:31 AM,11.14,,
7,12/13/19 10:39:32 AM,11.47,,
8,12/13/19 10:39:33 AM,11.14,,
9,12/13/19 10:39:34 AM,11.14,,
10,12/13/19 10:39:35 AM,11.47,,
11,12/13/19 10:39:36 AM,11.47,,
12,12/13/19 10:39:37 AM,11.47,,
13,12/13/19 10:39:38 AM,11.47,,
14,12/13/19 10:39:39 AM,11.47,,
15,12/13/19 10:39:40 AM,11.47,,
16,12/13/19 10:39:41 AM,11.47,,
17,12/13/19 10:39:42 AM,11.47,,
18,12/13/19 10:39:43 AM,11.47,,
19,12/13/19 10:39:44 AM,11.47,,
20,12/13/19 10:39:45 AM,11.47,,
21,12/13/19 10:39:46 AM,11.47,,
22,12/13/19 10:39:47 AM,11.14,,
23,12/13/19 10:39:48 AM,11.47,,
24,12/13/19 10:39:49 AM,11.47,,
25,12/13/19 10:39:50 AM,11.14,,
26,12/13/19 10:39:51 AM,11.14,,
27,12/13/19 10:39:52 AM,11.14,,
28,12/13/19 10:39:53 AM,11.14,,
29,12/13/19 10:39:54 AM,11.14,,
30,12/13/19 10:39:55 AM,11.14,,
31,12/13/19 10:39:56 AM,11.14,,
32,12/13/19 10:39:57 AM,11.14,,
33,12/13/19 10:39:58 AM,11.14,,
34,12/13/19 10:39:59 AM,11.14,,
35,12/13/19 10:40:00 AM,10.46,,
36,12/13/19 10:40:01 AM,11.14,,
37,12/13/19 10:40:02 AM,10.46,,
38,12/13/19 10:40:03 AM,10.80,,
39,12/13/19 10:40:04 AM,10.80,,
40,12/13/19 10:40:05 AM,10.80,,
41,12/13/19 10:40:06 AM,11.14,,
42,12/13/19 10:40:07 AM,10.80,,
43,12/13/19 10:40:08 AM,11.14,,
44,12/13/19 10:40:09 AM,10.80,,
45,12/13/19 10:40:10 AM,10.46,,
46,12/13/19 10:40:11 AM,10.80,,
47,12/13/19 10:40:12 AM,10.80,,
48,12/13/19 10:40:13 AM,10.80,,
49,12/13/19 10:40:14 AM,10.80,,
50,12/13/19 10:40:15 AM,10.80,,
51,12/13/19 10:40:16 AM,10.80,,
52,12/13/19 10:40:17 AM,10.80,,
53,12/13/19 10:40:18 AM,10.80,,
54,12/13/19 10:40:19 AM,10.80,,
55,12/13/19 10:40:20 AM,10.80,,
56,12/13/19 10:40:21 AM,10.12,,
57,12/13/19 10:40:22 AM,10.12,,
58,12/13/19 10:40:23 AM,10.12,,
59,12/13/19 10:40:24 AM,10.12,,
60,12/13/19 10:40:25 AM,10.46,,
61,12/13/19 10:40:26 AM,10.46,,
62,12/13/19 10:40:27 AM,10.80,,
63,12/13/19 10:40:28 AM,10.46,,
64,12/13/19 10:40:29 AM,10.46,,
65,12/13/19 10:40:30 AM,10.12,,
66,12/13/19 10:40:31 AM,10.46,,
67,12/13/19 10:40:32 AM,10.80,,
68,12/13/19 10:40:33 AM,10.46,,
69,12/13/19 10:40:34 AM,10.46,,
70,12/13/19 10:40:35 AM,10.46,,
71,12/13/19 10:40:36 AM,10.46,,
72,12/13/19 10:40:37 AM,10.46,,
73,12/13/19 10:40:38 AM,10.46,,
74,12/13/19 10:40:39 AM,10.80,,
75,12/13/19 10:40:40 AM,10.80,,
76,12/13/19 10:40:41 AM,10.80,,
77,12/13/19 10:40:42 AM,10.80,,
78,12/13/19 10:40:43 AM,10.80,,
79,12/13/19 10:40:44 AM,10.80,,
80,12/13/19 10:40:45 AM,10.80,,
81,12/13/19 10:40:46 AM,10.80,,
82,12/13/19 10:40:47 AM,10.80,,
83,12/13/19 10:40:48 AM,10.80,,
84,12/13/19 10:40:49 AM,11.14,,
85,12/13/19 10:40:50 AM,10.80,,
86,12/13/19 10:40:51 AM,10.80,,
87,12/13/19 10:40:52 AM,11.14,,
88,12/13/19 10:40:53 AM,10.80,,
89,12/13/19 10:40:54 AM,10.80,,
90,12/13/19 10:40:55 AM,10.80,,
91,12/13/19 10:40:56 AM,11.14,,
92,12/13/19 10:40:57 AM,11.14,,
93,12/13/19 10:40:58 AM,10.80,,
94,12/13/19 10:40:59 AM,10.46,,
95,12/13/19 10:41:00 AM,10.80,,
96,12/13/19 10:41:01 AM,10.80,,
97,12/13/19 10:41:02 AM,10.46,,
98,12/13/19 10:41:03 AM,10.46,,
99,12/13/19 10:41:04 AM,10.46,,
100,12/13/19 10:41:05 AM,10.46,,
101,12/13/19 10:41:06 AM,10.46,,
102,12/13/19 10:41:07 AM,10.46,,
103,12/13/19 10:41:08 AM,10.46,,
104,12/13/19 10:41:09 AM,10.46,,
105,12/13/19 10:41:10 AM,10.46,,
106,12/13/19 10:41:11 AM,10.46,,
107,12/13/19 10:41:12 AM,10.46,,
108,12/13/19 10:41:13 AM,10.46,,
109,12/13/19 10:41:14 AM,10.46,,
110,12/13/19 10:41:15 AM,10.46,,
111,12/13/19 10:41:16 AM,10.12,,
112,12/13/19 10:41:17 AM,10.12,,
113,12/13/19 10:41:18 AM,10.12,,
114,12/13/19 10:41:19 AM,10.12,,
115,12/13/19 10:41:20 AM,10.46,,
116,12/13/19 10:41:21 AM,10.46,,
117,12/13/19 10:41:22 AM,10.12,,
118,12/13/19 10:41:23 AM,10.12,,
119,12/13/19 10:41:24 AM,10.12,,
120,12/13/19 10:41:25 AM,11.14,,
121,12/13/19 10:41:26 AM,10.12,,
122,12/13/19 10:41:27 AM,10.46,,
123,12/13/19 10:41:28 AM,10.46,,
124,12/13/19 10:41:29 AM,10.46,,
125,12/13/19 10:41:30 AM,10.46,,
126,12/13/19 10:41:31 AM,10.12,,
127,12/13/19 10:41:32 AM,10.46,,
128,12/13/19 10:41:33 AM,10.12,,
129,12/13/19 10:41:34 AM,10.46,,
130,12/13/19 10:41:35 AM,10.12,,
131,12/13/19 10:41:36 AM,10.46,,
132,12/13/19 10:41:37 AM,10.80,,
133,12/13/19 10:41:38 AM,11.47,,
134,12/13/19 10:41:39 AM,12.49,,
135,12/13/19 10:41:40 AM,12.15,,
136,12/13/19 10:41:41 AM,11.81,,
137,12/13/19 10:41:42 AM,11.81,,
138,12/13/19 10:41:43 AM,11.81,,
139,12/13/19 10:41:44 AM,11.47,,
140,12/13/19 10:41:45 AM,11.47,,
141,12/13/19 10:41:46 AM,11.47,,
